sha_World Rank,sha_institution,sha_Location,sha_National Rank,sha_Score, sha_Score on Alumni,sha_Score on Award,sha_Score on HiCi,sha_Score on N&S,sha_Score on PUB,sha_Score on PCP,sha_year
50,Technical University Munich,-,1,30.6,36.3,21.7,24.6,22.4,46.7,30.4,2013
51,University of Edinburgh,-,6,30.5,21.4,13.4,27.1,33.6,50.9,25.3,2013
52,Carnegie Mellon University,-,36,30.4,33,31.8,30.7,18.1,34,33.6,2013
52,Utrecht University,-,1,30.4,23.9,20.1,29.9,25.9,47.1,25.1,2013
54,Pennsylvania State University - University Park,-,37,30.2,10.7,0,47.1,31.4,52,21.8,2013
54,University of Heidelberg,-,2,30.2,14.1,25.5,19.1,28.5,51.1,30.9,2013
54,University of Melbourne,-,1,30.2,17.7,13.4,24,24.4,62.5,27.1,2013
57,Purdue University - West Lafayette,-,38,30.1,14.1,23.2,28.9,26.7,49.6,21.7,2013
58,McGill University,-,3,29.9,31.6,0,31.5,26.1,58.8,25.9,2013
59,Hebrew University of Jerusalem,-,1,29.8,33.4,28.4,25.1,21.5,38.7,28.8,2013
60,University of Zurich,-,2,29.7,5.3,24.2,25.9,28.1,50.9,25.3,2013
61,Rutgers - The State University of New Jersey - New Brunswick,-,39,29.5,10.7,19,38.9,26.2,43,22.1,2013
61,University of Munich,-,3,29.5,26.7,19.3,16.2,28.1,51.2,30.4,2013
61,University of Pittsburgh,-,39,29.5,19.3,0,42.2,21.8,60.8,18,2013
64,University of Bristol,-,7,29.2,7.6,16.4,28.9,32.8,45.7,28.8,2013
65,Ohio State University - Columbus,-,41,29,13.1,0,40.5,25.9,58.9,18,2013
66,Australian National University,-,2,28.9,14.1,19.4,32.3,24,43,29.3,2013
67,Brown University,-,42,28.8,15.1,13.4,32.4,27.7,42.6,32.6,2013
67,King's College London,-,8,28.8,13.1,21.2,30.7,17.4,52.5,23.2,2013
69,University of Geneva,-,3,28.7,22.7,28.4,20.5,27.9,37.7,27.5,2013
69,University of Oslo,-,1,28.7,18.5,32.8,17.7,16.5,50.6,25.6,2013
71,École Normale Superieure - Paris,-,3,28.5,51,28.2,12.4,16.7,26.7,58.3,2013
71,University of Florida,-,43,28.5,17.7,0,37.4,22.5,61,17.6,2013
73,Uppsala University,-,2,28,18.5,27.6,14.5,24.7,47.9,24.7,2013
74,Leiden University,-,2,27.8,18.5,9.5,28.9,23,47.9,33.1,2013
75,Boston University,-,44,27.4,12,11.6,29.8,24.7,50.8,20.9,2013
76,University of Helsinki,-,1,27.2,13.1,16.4,24,19.9,51.1,28.8,2013
77,Technion - Israel Institute of Technology,-,2,26.6,20.7,37.9,16.2,16.8,34.6,26.7,2013
78,University of Arizona,-,45,26.5,15.1,0,29.8,32.4,49,20.4,2013
79,Arizona State University - Tempe,-,46,26.1,0,20.1,27.1,27.5,42.5,18.9,2013
79,Moscow State University,-,1,26.1,43.1,33.3,0,8.8,48.1,30.5,2013
81,Aarhus University,-,2,26,12,22.2,7.2,25.6,50.9,28.5,2013
82,Stockholm University,-,3,25.8,25.1,27.6,16.2,19.1,38.3,23.5,2013
83,University of Basel,-,4,25.6,20,16.4,24.9,18.6,37.5,34.1,2013
83,University of Nottingham,-,9,25.6,12,20.1,24,17.9,46.1,20.5,2013
85,Ghent University,-,1,25.5,5.3,13.4,17.7,19.6,55.3,30.2,2013
85,Indiana University Bloomington,-,47,25.5,10.7,21.7,27.1,20.4,39.7,19.9,2013
85,Osaka University,-,3,25.5,9.3,0,27.1,29,53.3,20.6,2013
85,University of Queensland,-,3,25.5,13.1,0,21.7,22.5,60,26.5,2013
85,University of Utah,-,47,25.5,0,11.6,30.7,26.9,45.6,18.1,2013
90,University of Rochester,-,49,25.4,25.6,7.7,28,22.6,41.8,21.2,2013
91,University of Western Australia,-,4,25,14.1,14.2,25.8,14.8,45.8,27.3,2013
92,McMaster University,-,4,24.9,13.1,19,24,16,44.7,21.6,2013
92,Michigan State University,-,50,24.9,9.3,0,36.9,18.7,51.5,18.6,2013
92,Rice University,-,50,24.9,16.9,21.9,21.5,24.1,29.5,30.9,2013
92,University of Groningen,-,3,24.9,0,19,17.7,18.7,51.4,28.8,2013
92,Weizmann Institute of Science,-,3,24.9,13.1,16.4,24,33.5,28.4,24.5,2013
97,University of Strasbourg,-,4,24.7,26.2,26.3,17.7,18.5,34.6,20.3,2013
97,University of Sydney,-,5,24.7,15.1,0,19.1,19.2,62.5,23.9,2013
99,Case Western Reserve University,-,52,24.6,31.6,10.9,21.7,20.6,39.2,22.6,2013
100,University of Freiburg,-,4,24.3,19.3,19,15.9,24.4,37.2,24.2,2013
101-150,Baylor College of Medicine,-,53-67,-,0,0,19.1,31.7,39.1,18.5,2013
101-150,Catholic University of Leuven,-,02-apr,-,0,0,22.9,17.7,53.4,26,2013
101-150,Catholic University of Louvain,-,02-apr,-,10.7,13.4,17.7,10.5,41,27.8,2013
101-150,Emory University,-,53-67,-,0,0,32.4,23,50,17.3,2013
101-150,Georgia Institute of Technology,-,53-67,-,13.1,0,26,19.3,43.4,25.1,2013
101-150,Hokkaido University,-,04-lug,-,12,16.4,14.5,16.8,42.8,18.4,2013
101-150,Joseph Fourier University (Grenoble 1),-,05-giu,-,0,15,10.2,22.9,40.4,18.8,2013
101-150,London School of Economics and Political Science,-,ott-14,-,20.7,16.4,16.2,28.9,26.8,2013,
101-150,Lund University,-,4,-,22,0,25.1,14.9,49.7,20.3,2013
101-150,Mayo Medical School,-,53-67,-,0,0,25.1,14.9,45.9,24.9,2013
101-150,Monash University,-,06-lug,-,0,0,14.5,19.6,55,22.1,2013
101-150,Nagoya University,-,04-lug,-,22.7,14.2,16.2,21.6,44.1,20.3,2013
101-150,National Taiwan University,-,1,-,12,0,17.7,13.4,57.5,19.4,2013
101-150,National University of Singapore,-,1,-,0,0,10.2,17.1,59.5,28.8,2013
101-150,Oregon State University,-,53-67,-,10.7,0,26.1,20.8,33.9,21.8,2013
101-150,Radboud University Nijmegen,-,04-lug,-,16.9,0,7.2,17.3,50,31,2013
101-150,Seoul National University,-,1,-,0,0,7.2,18,68,22.2,2013
101-150,Swiss Federal Institute of Technology of Lausanne,-,5,-,0,0,24,26.3,40.9,34.4,2013
101-150,Tel Aviv University,-,4,-,0,0,24,14,48.2,25.5,2013
101-150,Texas A&M University - College Station,-,53-67,-,0,0,33.9,21.3,50.3,19.7,2013
101-150,University of Georgia,-,53-67,-,0,0,27,20.8,40.8,18.1,2013
101-150,University of Sheffield,-,ott-14,-,18.5,13.4,19.5,19,43.4,22.2,2013
101-150,University of Texas MD Anderson Cancer Center,-,53-67,-,0,0,21.7,20.2,41.3,28.4,2013
101-150,Tohoku University,-,04-lug,-,15.1,0,21.4,22.3,53,20.5,2013
101-150,Tokyo Institute of Technology,-,04-lug,-,13.1,0,21.7,18.9,38.6,24.8,2013
101-150,Tufts University,-,53-67,-,15.1,16.4,22.9,15.8,34.9,24.7,2013
101-150,University Libre Bruxelles,-,02-apr,-,16.9,16.4,12.5,12.4,33.3,26,2013
101-150,University of Alberta,-,05-giu,-,12,0,21.4,20.1,54.1,21.1,2013
101-150,University of Amsterdam,-,04-lug,-,5.3,0,19.1,17.7,52.4,26.2,2013
101-150,University of Birmingham,-,ott-14,-,19.3,9.5,21.6,14.8,44.9,21,2013
101-150,University of Bonn,-,05-ago,-,16,19.9,14.7,19.9,40.7,24.2,2013
101-150,University of California - Riverside,-,53-67,-,13.1,0,27.1,26.7,32.4,27.5,2013
101-150,University of California - Santa Cruz,-,53-67,-,0,0,28.9,35,30.8,33,2013
101-150,University of Frankfurt,-,05-ago,-,31.6,0,19.1,20.7,38.4,24.1,2013
101-150,University of Goettingen,-,05-ago,-,28.3,15,16.2,18.5,39.3,24.1,2013
101-150,University of Iowa,-,53-67,-,0,0,30.7,21.8,43.9,17.9,2013
101-150,University of Liverpool,-,ott-14,-,17.7,13.4,12.5,17,40.7,21,2013
101-150,University of Massachusetts Amherst,-,53-67,-,14.1,0,33.9,16,36.5,22.6,2013
101-150,University of Massachusetts Medical School - Worcester,-,53-67,-,0,20.1,14.5,26.6,27.4,22.9,2013
101-150,University of Montreal,-,05-giu,-,12,0,14.5,18.2,49.8,20.1,2013
101-150,University of Muenster,-,05-ago,-,20,13.4,12.2,15.9,35.2,20.6,2013
101-150,University of New South Wales,-,06-lug,-,0,0,20.4,15.5,55,21.5,2013
101-150,University of Paris Diderot (Paris 7),-,05-giu,-,12,9.5,12.5,28.5,44.9,18,2013
101-150,University of Pisa,-,01-feb,-,14.1,23.2,14.5,6.4,37.3,21,2013
101-150,University of Roma - La Sapienza,-,01-feb,-,12,13.4,10.2,13.8,51.5,16.9,2013
101-150,University of São Paulo,-,1,-,0,0,10.2,11.6,72.7,14.7,2013
101-150,University of Sussex,-,ott-14,-,0,22.6,20.5,11.6,28.1,26.2,2013
101-150,University of Virginia,-,53-67,-,0,0,33.9,27.3,44.5,19.2,2013
101-150,University of Wageningen,-,04-lug,-,0,0,28.2,18.6,40,31.7,2013
101-150,VU University Amsterdam,-,04-lug,-,0,0,24,16.3,53.1,29.7,2013
151-200,Aix Marseille University,-,07-ago,-,14.1,0,16.2,14.4,46.1,23.8,2013
151-200,Cardiff University,-,15-19,-,0,16.4,7.2,19.6,40.3,18.2,2013
151-200,Colorado State University,-,68-85,-,0,0,30.7,13.4,34.3,20.2,2013
151-200,Dartmouth College,-,68-85,-,18.5,0,24,15,28.3,21.6,2013
151-200,Erasmus University Rotterdam,-,8,-,0,15,21.7,6.4,34.4,25.1,2013
151-200,Florida State University,-,68-85,-,0,0,19.1,15.5,37.7,18.9,2013
151-200,Fudan University,-,01-mag,-,0,0,7.1,13.6,52.5,19.1,2013
151-200,George Mason University,-,68-85,-,0,32.2,10.2,9,28,17.7,2013
151-200,Iowa State University,-,68-85,-,0,0,22.9,19.6,40.2,19.8,2013
151-200,King Saud University,-,1,-,0,0,31.6,5.6,41,12.9,2013
151-200,Kyushu University,-,08-set,-,0,0,16.2,15.4,44.5,17.2,2013
151-200,Mount Sinai School of Medicine,-,68-85,-,0,0,20.5,24.4,35,18.4,2013
151-200,National Autonomous University of Mexico,-,1,-,13.1,0,6.6,10.9,47.1,22.8,2013
151-200,North Carolina State University - Raleigh,-,68-85,-,0,0,28,12.7,40.6,18.4,2013
151-200,Oregon Health and Science University,-,68-85,-,0,0,19.1,20.7,35.3,20.8,2013
151-200,Peking University,-,01-mag,-,0,0,0,17.2,60.1,17.2,2013
151-200,Shanghai Jiao Tong University,-,01-mag,-,0,0,7.9,10.4,61.3,19.2,2013
151-200,State University of New York at Stony Brook,-,68-85,-,0,0,19.6,20,36.1,16.7,2013
151-200,Technical University of Denmark,-,3,-,5.3,11.6,17.6,14,37.4,20.8,2013
151-200,The Chinese University of Hong Kong,-,1,-,0,14.2,16.1,4.5,42,20.5,2013
151-200,University of Glasgow,-,15-19,-,7.6,0,21.5,18.1,41.2,20.7,2013
151-200,University of Texas Health Science Center at Houston,-,68-85,-,0,15.5,17.7,12.2,30.4,16.1,2013
151-200,Tsinghua University,-,01-mag,-,10.7,0,0,21.6,58.1,17,2013
151-200,University of Bern,-,6,-,13.1,0,12.5,22.7,39.8,25.6,2013
151-200,University of Buenos Aires,-,1,-,15.1,24.2,0,7.9,36.7,21,2013
151-200,University of Delaware,-,68-85,-,10.7,16.4,22.9,9.8,31.5,18.8,2013
151-200,University of Gothenburg,-,5,-,0,15.5,7.2,12,39.8,17.3,2013
151-200,University of Hamburg,-,set-14,-,12,0,17.7,16.4,37,20.6,2013
151-200,University of Hawaii at Manoa,-,68-85,-,0,0,26.1,24.2,35.7,18.8,2013
151-200,University of Illinois at Chicago,-,68-85,-,0,0,27.8,13,43.9,17.7,2013
151-200,University of Kiel,-,set-14,-,10.7,13.4,10.2,14.4,31.7,18.1,2013
151-200,University of Cologne,-,set-14,-,0,11.6,7.2,18.1,36.6,19.7,2013
151-200,University of Leeds,-,15-19,-,17.7,0,14.5,19.8,42.1,18.8,2013
151-200,University of Mainz,-,set-14,-,0,7.7,17.7,14.9,36,19.9,2013
151-200,University of Maryland - Baltimore,-,68-85,-,0,0,24,18.1,36.5,16.7,2013
151-200,University of Miami,-,68-85,-,0,0,24,19.6,42.5,15.4,2013
151-200,University of Milan,-,03-apr,-,17.7,0,18.4,11,45.2,19.9,2013
151-200,University of Padua,-,03-apr,-,0,0,12.5,17.3,47.9,20.3,2013
151-200,University of Paris Descartes (Paris 5),-,07-ago,-,12,9.5,10.2,16.4,42.3,15.6,2013
151-200,University of Southampton,-,15-19,-,0,0,19.3,21.3,43.9,22.4,2013
151-200,University of Tennessee - Knoxville,-,68-85,-,10.7,0,21.7,12.6,38.3,14.4,2013
151-200,University of Tsukuba,-,08-set,-,0,19.7,11.7,11,36.3,15.5,2013
151-200,University of Tuebingen,-,set-14,-,23.3,0,14.5,17.1,41,22.7,2013
151-200,University of Vienna,-,1,-,14.1,0,14.5,22,36.5,22.4,2013
151-200,University of Warwick,-,15-19,-,0,0,25.1,13.1,37.2,21,2013
151-200,University of Waterloo,-,7,-,0,0,19.1,12.3,40.6,20.7,2013
151-200,University of Wuerzburg,-,set-14,-,20,0,23.6,15.6,34.9,21.6,2013
151-200,Virginia Commonwealth University,-,68-85,-,10.7,14.2,17.7,11.6,34.5,14.4,2013
151-200,Virginia Polytechnic Institute and State University,-,68-85,-,12,0,22.9,12.4,40,17.3,2013
151-200,Zhejiang University,-,01-mag,-,0,0,0,10.1,62.9,17.2,2013
201-300,Autonomous University of Barcelona,-,01-apr,-,0,0,0,13.8,45,19.1,2013
201-300,Autonomous University of Madrid,-,01-apr,-,0,0,12.5,11.2,39.1,16.8,2013
201-300,Brandeis University,-,86-108,-,20,0,7.2,20.1,19.8,24.6,2013
201-300,Charles University in Prague,-,1,-,9.3,0,0,11.7,44,18.9,2013
201-300,Claude Bernard University Lyon 1,-,set-16,-,10.7,0,0,19.6,40.7,14.2,2013
201-300,Complutense University of Madrid,-,01-apr,-,20,0,0,8.1,42.3,11.7,2013
201-300,Dalhousie University,-,ago-16,-,0,0,14.5,14.8,34,17.4,2013
201-300,Delft University of Technology,-,09-ott,-,12,0,7.2,16.9,38,19.7,2013
201-300,Dresden University of Technology,-,15-23,-,0,0,7.2,12.7,38.9,19.1,2013
201-300,École Normale Superieure - Lyon,-,set-16,-,0,20.1,7.2,12.2,21,27.9,2013
201-300,École Polytechnique,-,set-16,-,17.7,0,10.2,8.9,27.2,21,2013
201-300,Karlsruhe Institute of Technology,-,15-23,-,0,0,9.8,14.6,34.3,17.7,2013
201-300,King Abdulaziz University,-,2,-,0,0,31.6,1.5,30.8,10.1,2013
201-300,Kobe University,-,10,-,15.1,0,10.2,14.3,32.4,15.6,2013
201-300,Korea Advanced Institute of Science and Technology,-,02-apr,-,0,0,6.6,15.5,38,26.7,2013
201-300,Laval University,-,ago-16,-,0,0,15.9,7.7,36.9,15.4,2013
201-300,Louisiana State University - Baton Rouge,-,86-108,-,0,0,17.3,16.5,34.8,14.9,2013
201-300,Macquarie University,-,08-set,-,0,0,16.2,12.1,30.2,21.6,2013
201-300,Medical University of Vienna,-,02-mar,-,9.3,9.5,7.2,9.4,33.2,17.5,2013
201-300,Nanjing University,-,06-ago,-,0,0,1.4,8.9,48.7,16.7,2013
201-300,Nanyang Technological University,-,2,-,0,0,0,7.5,49.8,23.1,2013
201-300,National Tsing Hua University,-,2,-,13.1,0,10.2,11.3,33.1,20.5,2013
201-300,Newcastle University,-,20-29,-,0,0,14.5,19.4,37.5,18.5,2013
201-300,Norwegian University of Science and Technology,-,02-mar,-,14.1,0,10.2,13.6,36.5,17,2013
201-300,Paul Sabatier University (Toulouse 3),-,set-16,-,0,0,7.2,19.7,36.3,12.8,2013
201-300,Polytechnic Institute of Milan,-,05-set,-,7.6,15,0,8.2,30.5,17.6,2013
201-300,Queen Mary - U. of London,-,20-29,-,18.5,0,16.2,12.4,31.4,19.4,2013
201-300,Queen's University,-,ago-16,-,0,0,16.2,12.4,34.3,19.2,2013
201-300,Rensselaer Polytechnic Institute,-,86-108,-,13.1,0,17.7,10.3,21.5,22.8,2013
201-300,Royal Institute of Technology,-,06-ago,-,0,15,7.2,9.2,36.6,22.1,2013
201-300,RWTH Aachen University,-,15-23,-,0,0,10.2,7.1,40.7,19.5,2013
201-300,Scuola Normale Superiore - Pisa,-,05-set,-,0,0,14.5,8.3,17.5,62.5,2013
201-300,Simon Fraser University,-,ago-16,-,0,0,14.5,12.8,33.9,18.6,2013
201-300,State University of New York at Buffalo,-,86-108,-,0,0,16.2,5.6,38.2,14.9,2013
201-300,Sun Yat - sen University,-,06-ago,-,0,0,0,7.6,50.5,15.6,2013
201-300,Sungkyunkwan University,-,02-apr,-,0,0,0,11.8,45.9,19.9,2013
201-300,Swedish University of Agricultural Sciences,-,06-ago,-,0,0,12.5,12.2,29.6,22.4,2013
201-300,Technical University of Berlin,-,15-23,-,16.9,0,15.6,5.8,28.9,16.2,2013
201-300,George Washington University,-,86-108,-,12,0,12.5,11.3,32.7,16.2,2013
201-300,Hong Kong University of Science and Technology,-,02-mar,-,0,0,17.6,9.4,29.7,22,2013
201-300,University of Adelaide,-,08-set,-,15.1,0,10.2,9.8,39.8,22.4,2013
201-300,University of Alabama at Birmingham,-,86-108,-,0,0,16.2,15.1,39.9,14.4,2013
201-300,University of Auckland,-,01-feb,-,14.1,0,10.2,12.7,39.9,19.9,2013
201-300,University of Calgary,-,ago-16,-,0,0,10.2,17.8,43.7,16.9,2013
201-300,University of Connecticut - Storrs,-,86-108,-,12,0,15.9,10.1,34.8,13.3,2013
201-300,University of Dundee,-,20-29,-,0,0,16.2,15,25.5,18.3,2013
201-300,University of Hong Kong,-,02-mar,-,0,0,12.7,14.3,43,20.2,2013
201-300,University of New Mexico - Albuquerque,-,86-108,-,0,0,12.5,17,34.1,14.4,2013
201-300,Thomas Jefferson University,-,86-108,-,0,0,17.7,8.6,27.2,28.5,2013
201-300,Trinity College Dublin,-,1,-,10.7,13.4,7.2,11.3,31.3,17.1,2013
201-300,Umea University,-,06-ago,-,0,0,14.5,11.4,33,16.1,2013
201-300,University of Aberdeen,-,20-29,-,0,13.4,10.2,12,32,19.6,2013
201-300,University of Antwerp,-,05-giu,-,0,0,10.2,10.8,35,25.5,2013
201-300,University of Barcelona,-,01-apr,-,0,0,10.2,11.1,50.5,16.8,2013
201-300,University of Bergen,-,02-mar,-,0,0,7.2,14.6,36.8,18.4,2013
201-300,University of Bologna,-,05-set,-,0,0,10.2,11.1,46.6,16.5,2013
201-300,University of Bordeaux,-,set-16,-,0,0,14.5,17.3,40.2,15,2013
201-300,University of Cape Town,-,1,-,19.3,0,10.2,11,34.9,18.5,2013
201-300,University of Central Florida,-,86-108,-,0,0,17.1,11.1,29.2,16.7,2013
201-300,University of Cincinnati,-,86-108,-,0,0,22.9,8.4,38.9,14.5,2013
201-300,University of Colorado at Denver,-,86-108,-,0,0,17.7,8.1,34,12.1,2013
201-300,University of Duesseldorf,-,15-23,-,12,0,12.1,10.8,31.5,16.7,2013
201-300,University of Durham,-,20-29,-,0,0,19.1,16.1,33.6,21.1,2013
201-300,University of East Anglia,-,20-29,-,14.1,0,16,13.5,28.9,21.2,2013
201-300,University of Erlangen - Nuremberg,-,15-23,-,0,0,14.5,15.7,39.6,20.6,2013
201-300,University of Exeter,-,20-29,-,0,0,7.2,17.9,31.9,19.9,2013
201-300,University of Florence,-,05-set,-,0,0,16.2,12.6,37.4,16.9,2013
201-300,University of Guelph,-,ago-16,-,0,0,17.7,11.3,31.9,18.6,2013
201-300,University of Houston,-,86-108,-,0,0,20.5,11,35.6,19.3,2013
201-300,University of Innsbruck,-,02-mar,-,0,9.5,7.2,16.3,24.3,21.2,2013
201-300,University of Kansas - Lawrence,-,86-108,-,12,0,12.5,11.5,39,13.7,2013
201-300,University of Kentucky,-,86-108,-,10.7,0,7.2,11.1,40.6,13.2,2013
201-300,University of Lausanne,-,7,-,0,0,12.4,22,32.4,19.3,2013
201-300,University of Leicester,-,20-29,-,0,0,19.1,18.9,32.7,20.3,2013
201-300,University of Leipzig,-,15-23,-,12,13.4,0,8.5,33.3,17.4,2013
201-300,University of Liege,-,05-giu,-,7.6,0,10.2,14.9,31.4,23,2013
201-300,University of Lorraine,-,set-16,-,12,16.4,0,3.5,32.7,17.3,2013
201-300,University of Maastricht,-,09-ott,-,0,0,7.2,7.7,41.3,23.5,2013
201-300,University of Marburg,-,15-23,-,10.7,0,14.5,13.8,29.1,16.6,2013
201-300,University of Medicine and Dentistry New Jersey,-,86-108,-,0,0,21.7,9,29.1,13.9,2013
201-300,University of Missouri - Columbia,-,86-108,-,9.3,0,7.2,15,37,13,2013
201-300,University of Montpellier 2,-,set-16,-,10.7,0,12.5,14.9,30.6,17,2013
201-300,University of Nebraska - Lincoln,-,86-108,-,17.7,0,16.2,12.1,32.9,15.7,2013
201-300,University of Notre Dame,-,86-108,-,13.1,0,17.7,13.5,31.3,18.8,2013
201-300,University of Oregon,-,86-108,-,9.3,0,10.2,18.2,27.5,18.3,2013
201-300,University of Otago,-,01-feb,-,0,0,14.5,10.5,34.7,26.6,2013
201-300,University of Ottawa,-,ago-16,-,0,0,7.2,12.2,41.9,17.3,2013
201-300,University of Paris Dauphine (Paris 9),-,set-16,-,16,26.8,7.2,0,13.1,22.5,2013
201-300,University of Saskatchewan,-,ago-16,-,9.3,0,15.7,9.4,31.6,15.4,2013
201-300,University of Science and Technology of China,-,06-ago,-,0,0,7.2,14.5,45.4,21.2,2013
201-300,University of South Florida,-,86-108,-,0,0,12.5,9.7,40,16.8,2013
201-300,University of Southern Denmark,-,4,-,0,0,14.5,9.5,34.9,17.8,2013
201-300,University of St Andrews,-,20-29,-,10.7,0,7.6,19,27.8,22,2013
201-300,University of Stuttgart,-,15-23,-,19.3,0,10.2,13.4,27.2,15.9,2013
201-300,University of Turin,-,05-set,-,16,0,12.4,9.2,39.1,17.9,2013
201-300,University of York,-,20-29,-,0,0,17.7,15.6,31.1,21,2013
201-300,Washington State University - Pullman,-,86-108,-,0,0,20.5,11,29.9,16.2,2013
201-300,Western University,-,ago-16,-,0,0,10.2,14.9,41.6,17.5,2013
201-300,Yeshiva University,-,86-108,-,0,0,12.5,17.3,32.6,20.3,2013
201-300,Yonsei University,-,02-apr,-,0,0,7.2,6.9,50.7,19.8,2013
301-400,Aristotle University of Thessaloniki,-,01-feb,-,0,0,9.8,2.6,35,16.7,2013
301-400,Bar - Ilan University,-,05-giu,-,0,0,14.5,8.1,26.8,14.4,2013
301-400,Beijing Normal University,-,set-16,-,16,0,0,7.5,33.7,13.8,2013
301-400,Ben - Gurion University of the Negev,-,05-giu,-,0,0,7.2,5.7,33.5,15.9,2013
301-400,Brigham Young University,-,109-131,-,9.3,0,14.5,5.1,26.3,12.3,2013
301-400,Chalmers University of Technology,-,09-ott,-,0,0,17.7,9.6,28,19.2,2013
301-400,Chang Gung University,-,03-mag,-,0,0,7.2,3.5,34.2,20.6,2013
301-400,China Agricultural University,-,set-16,-,0,0,0,9.5,39.7,16.1,2013
301-400,City University of Hong Kong,-,04-mag,-,0,0,16.2,0,38.1,20.4,2013
